Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.26109814643859863	0	16.508196	6.5075564	36.0	8.0	16.508196721311474	6.507556643587318	1007	1007
0.5132293701171875	1	24.232557	12.377468	72.0	10.0	24.232558139534884	12.377468669531119	1042	2049
0.7578856945037842	2	31.333334	14.239652	73.0	11.0	31.333333333333332	14.239651567635944	1034	3083
1.0214929580688477	3	40.555557	29.735044	149.0	13.0	40.55555555555556	29.735043963414157	1095	4178
1.2672641277313232	4	47.95238	20.938633	112.0	16.0	47.95238095238095	20.938631852508305	1007	5185
1.5073301792144775	5	47.904762	17.768095	83.0	18.0	47.904761904761905	17.768095435907053	1006	6191
1.748368263244629	6	72.78571	39.122845	192.0	28.0	72.78571428571429	39.12284420610943	1019	7210
1.9899132251739502	7	86.083336	46.71092	200.0	30.0	86.08333333333333	46.71091652089715	1033	8243
2.2353291511535645	8	65.5625	29.073116	129.0	33.0	65.5625	29.073116340530127	1049	9292
2.506467342376709	9	71.4	25.313501	115.0	30.0	71.4	25.313501009013613	1071	10363
2.7730295658111572	10	109.5	55.32495	200.0	38.0	109.5	55.32494916400737	1095	11458
3.0221824645996094	11	96.63636	40.85289	176.0	44.0	96.63636363636364	40.85289068947203	1063	12521
3.25718092918396	12	125.375	39.16611	200.0	64.0	125.375	39.16611258473325	1003	13524
3.520355701446533	13	140.5	49.09939	200.0	47.0	140.5	49.099388998235	1124	14648
3.7604081630706787	14	171.5	41.407528	200.0	92.0	171.5	41.407527496016144	1029	15677
4.019123792648315	15	180.83333	29.134266	200.0	124.0	180.83333333333334	29.134267719569603	1085	16762
4.288321256637573	16	191.0	20.12461	200.0	146.0	191.0	20.12461179749811	1146	17908
4.540470838546753	17	146.85715	39.76872	200.0	99.0	146.85714285714286	39.768719119531156	1028	18936
4.778175354003906	18	145.28572	49.81025	200.0	52.0	145.28571428571428	49.8102522026319	1017	19953
5.053926944732666	19	172.83333	34.546665	200.0	103.0	172.83333333333334	34.546667309918945	1037	20990
5.358211278915405	20	198.83333	2.608746	200.0	193.0	198.83333333333334	2.6087459737497545	1193	22183
5.687989950180054	21	200.0	0.0	200.0	200.0	200.0	0.0	1200	23383
6.066417694091797	22	182.16667	27.618933	200.0	127.0	182.16666666666666	27.618934728833327	1093	24476
6.411423444747925	23	169.0	20.057062	200.0	151.0	169.0	20.057061456896278	1183	25659
6.735873699188232	24	168.71428	25.103867	200.0	133.0	168.71428571428572	25.103865870272912	1181	26840
7.0092384815216064	25	149.57143	23.8798	193.0	125.0	149.57142857142858	23.879801045217768	1047	27887
7.280024766921997	26	153.57143	23.119919	200.0	130.0	153.57142857142858	23.1199180847359	1075	28962
7.578618049621582	27	137.25	11.903255	157.0	117.0	137.25	11.903255857117413	1098	30060
7.816944122314453	28	130.375	16.590189	147.0	94.0	130.375	16.59018911887384	1043	31103
8.089449882507324	29	101.0	34.324654	134.0	27.0	101.0	34.324653212841326	1111	32214
8.3223135471344	30	85.166664	39.96422	132.0	24.0	85.16666666666667	39.96422010860326	1022	33236
8.567156314849854	31	93.545456	39.617176	147.0	27.0	93.54545454545455	39.6171763400299	1029	34265
8.802103281021118	32	113.55556	28.051981	135.0	37.0	113.55555555555556	28.05197997017169	1022	35287
9.053152322769165	33	136.375	24.631979	198.0	119.0	136.375	24.63197870655137	1091	36378
9.317578315734863	34	157.57143	20.388071	184.0	132.0	157.57142857142858	20.38807174275574	1103	37481
9.55472469329834	35	174.16667	21.466381	200.0	146.0	174.16666666666666	21.46638198568999	1045	38526
9.823870658874512	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	39726
10.094680547714233	37	198.33333	3.72678	200.0	190.0	198.33333333333334	3.726779962499649	1190	40916
10.344297885894775	38	185.33333	20.94172	200.0	151.0	185.33333333333334	20.94171806599343	1112	42028
10.604033946990967	39	164.57143	29.832182	200.0	130.0	164.57142857142858	29.83218368932233	1152	43180
10.847271203994751	40	136.5	14.815533	168.0	121.0	136.5	14.815532390029054	1092	44272
11.085972785949707	41	116.55556	14.840717	149.0	97.0	116.55555555555556	14.840718095168	1049	45321
11.310657739639282	42	113.22222	7.728415	126.0	102.0	113.22222222222223	7.7284147832352	1019	46340
11.548045873641968	43	108.2	6.0630026	115.0	93.0	108.2	6.063002556489647	1082	47422
11.798803567886353	44	84.53846	31.143873	116.0	27.0	84.53846153846153	31.14387304755731	1099	48521
12.029228448867798	45	78.84615	39.4127	126.0	25.0	78.84615384615384	39.41270032293603	1025	49546
12.279692888259888	46	91.416664	28.149773	113.0	26.0	91.41666666666667	28.149773040332356	1097	50643
12.555768966674805	47	76.78571	40.222916	115.0	14.0	76.78571428571429	40.2229120410398	1075	51718
12.800190925598145	48	92.0	28.882206	117.0	21.0	92.0	28.882205909206764	1012	52730
13.107306957244873	49	107.7	3.9509492	114.0	103.0	107.7	3.950949253027682	1077	53807
13.352600574493408	50	116.55556	7.3652506	129.0	104.0	116.55555555555556	7.365250408522912	1049	54856
13.600920677185059	51	118.111115	6.4712086	125.0	105.0	118.11111111111111	6.471208790471572	1063	55919
13.825353384017944	52	126.25	8.511023	138.0	113.0	126.25	8.511022265274601	1010	56929
14.050784826278687	53	128.625	12.31805	154.0	109.0	128.625	12.31805077924263	1029	57958
14.270216464996338	54	126.125	3.2572036	132.0	122.0	126.125	3.2572035551988456	1009	58967
14.519940853118896	55	136.0	9.300538	150.0	120.0	136.0	9.300537618869138	1088	60055
